sessionid,treatmentnumber,contracts,period,message,subject,group,role,timechatchatmessage,N,reverse
100126_1258,1,contracts,52,good effort,16,3,5,12,6,0
100126_1258,1,contracts,52,im hungry,10,3,3,9,6,0
100126_1258,1,contracts,52,:(,10,3,3,7,6,0
100126_1258,1,contracts,52,same,13,3,4,7,6,0
100126_1258,1,contracts,53,i love this dice,16,3,5,56,6,0
100126_1258,1,contracts,53,do we get paid now?,13,3,4,56,6,0
100126_1258,1,contracts,53,money earned is all gonna for food,4,3,1,52,6,0
100126_1258,1,contracts,53,yeah,19,3,6,51,6,0
100126_1258,1,contracts,53,yeh sure is,16,3,5,47,6,0
100126_1258,1,contracts,53,haha,7,3,2,44,6,0
100126_1258,1,contracts,53,wish we know exactly how many round lefts,10,3,3,41,6,0
100126_1258,1,contracts,53,well we did last time i did one of these things,19,3,6,39,6,0
100126_1258,1,contracts,53,haha,10,3,3,22,6,0
100126_1258,1,contracts,53,yeh but then people would be screwing others over,16,3,5,19,6,0
100126_1258,1,contracts,53,100,4,3,1,16,6,0
100126_1258,1,contracts,53,100,16,3,5,14,6,0
100126_1258,1,contracts,53,100,13,3,4,13,6,0
100126_1258,1,contracts,53,so 1st time u did like this?,10,3,3,12,6,0
100126_1258,1,contracts,53,100,7,3,2,12,6,0
100126_1258,1,contracts,53,I did 100,4,3,1,5,6,0
100126_1258,1,contracts,53,100,19,3,6,5,6,0
100126_1258,1,contracts,53,100,10,3,3,2,6,0
100126_1258,1,contracts,53,but no one eals,4,3,1,0,6,0
100126_1258,1,contracts,53,100,7,3,2,0,6,0
091210_1351,1,contracts,30,agree to stick with 100?,6,1,3,52,8,0
091210_1351,1,contracts,30,ok then,16,1,8,48,8,0
091210_1351,1,contracts,30,"if everyone says 100, we can each make £3 per go",2,1,1,47,8,0
091210_1351,1,contracts,30,yes,4,1,2,46,8,0
091210_1351,1,contracts,30,"why arent you all saying 100, you'll get more profit",8,1,4,46,8,0
091210_1351,1,contracts,30,yup,2,1,1,45,8,0
091210_1351,1,contracts,30,if we all put 100 we'll make more profit than people putting 1,10,1,5,42,8,0
091210_1351,1,contracts,30,dont set it at 1,16,1,8,36,8,0
091210_1351,1,contracts,30,no1 will make anything if people put ,10,1,5,34,8,0
091210_1351,1,contracts,30,we will all earn more if we  all stick to 100,14,1,7,33,8,0
091210_1351,1,contracts,30,100,2,1,1,33,8,0
091210_1351,1,contracts,30,1,10,1,5,31,8,0
091210_1351,1,contracts,30,I'll stay at 100,12,1,6,24,8,0
091210_1351,1,contracts,30,agreed 1,4,1,2,23,8,0
091210_1351,1,contracts,30,yeep 100 agreed,10,1,5,23,8,0
091210_1351,1,contracts,30,*100,4,1,2,20,8,0
091210_1351,1,contracts,30,"if someone doesnt put 100, then it will go back to competing for 1, so dont be f",8,1,4,18,8,0
091210_1351,1,contracts,30,yes,2,1,1,17,8,0
091210_1351,1,contracts,30,,2,1,1,16,8,0
091210_1351,1,contracts,31,good work,2,1,1,59,8,0
091210_1351,1,contracts,31,nice work teeaam,4,1,2,57,8,0
091210_1351,1,contracts,31,lol well done guys,6,1,3,57,8,0
091210_1351,1,contracts,31,keep going,10,1,5,55,8,0
091210_1351,1,contracts,31,see that worked fine,16,1,8,52,8,0
091210_1351,1,contracts,31,anyone else wanna laugh?,2,1,1,49,8,0
091210_1351,1,contracts,31,monieeessss,6,1,3,48,8,0
091210_1351,1,contracts,31,lol,16,1,8,43,8,0
091210_1351,1,contracts,31,why didnt you all do that before then!?,8,1,4,43,8,0
091210_1351,1,contracts,31,its funny,14,1,7,42,8,0
091210_1351,1,contracts,31,rly wanna laugh,6,1,3,41,8,0
091210_1351,1,contracts,31,i was so frustrated first round,6,1,3,26,8,0
091210_1351,1,contracts,31,me too,2,1,1,21,8,0
091210_1351,1,contracts,31,seriously y did only like two companies do this last time?!,16,1,8,20,8,0
091210_1351,1,contracts,31,me 2,10,1,5,19,8,0
091210_1351,1,contracts,31,the 1 thing was riiidiculous,6,1,3,4,8,0
091210_1351,1,contracts,31,again folks,14,1,7,4,8,0
091210_1351,1,contracts,31,"i kept changin around, up and down when ppl kept puttin 1",10,1,5,2,8,0
091210_1351,1,contracts,31,"well cos if not everyone did then you wouldn;t win, but now we agree its great",2,1,1,1,8,0
091210_1351,1,contracts,32,srsly lmao... silently,6,1,3,52,8,0
091210_1351,1,contracts,32,well almost silently,6,1,3,39,8,0
091210_1351,1,contracts,32,agreed,16,1,8,38,8,0
091210_1351,1,contracts,32,haha,4,1,2,36,8,0
091210_1351,1,contracts,32,lol,14,1,7,36,8,0
091210_1351,1,contracts,32,love the sound it makes when we all type 100 together,6,1,3,10,8,0
091210_1351,1,contracts,32,agreed,16,1,8,3,8,0
091210_1351,1,contracts,32,100,6,1,3,1,8,0
091210_1351,1,contracts,33,what goods are we selling....?,4,1,2,51,8,0
091210_1351,1,contracts,33,good question...,6,1,3,33,8,0
091210_1351,1,contracts,33,we are all selling identical goods to identical peiople...we are identical!,14,1,7,17,8,0
091210_1351,1,contracts,33,the service of free money,8,1,4,9,8,0
091210_1351,1,contracts,33,now everyones trying to think of sthing witty to say,6,1,3,8,8,0
091210_1351,1,contracts,33,ah there we go,6,1,3,3,8,0
091210_1351,1,contracts,33,and only 300 people want it...,16,1,8,2,8,0
091210_1351,1,contracts,34,we shuld rly all leave this market nd sell sthing else,6,1,3,43,8,0
091210_1351,1,contracts,34,gd idea,16,1,8,34,8,0
091210_1351,1,contracts,34,it would be so much quicker if they cut this chat box thing out.......,14,1,7,24,8,0
091210_1351,1,contracts,34,haha,4,1,2,18,8,0
091210_1351,1,contracts,34,wanna set up a curly fries stand outside timepiece?,6,1,3,15,8,0
091210_1351,1,contracts,34,ye but mayb ppl r takin it in turns to do 100 or something,10,1,5,10,8,0
091210_1351,1,contracts,34,well it would have 2 b 99,10,1,5,5,8,0
091210_1351,1,contracts,34,oooooooo,6,1,3,4,8,0
091210_1351,1,contracts,35,this is getting dull,6,1,3,55,8,0
091210_1351,1,contracts,35,should we all take it in turns to say 100,8,1,4,53,8,0
091210_1351,1,contracts,35,we'd get more money,8,1,4,49,8,0
091210_1351,1,contracts,35,someone be that dick that does 99,6,1,3,48,8,0
091210_1351,1,contracts,35,99,10,1,5,48,8,0
091210_1351,1,contracts,35,haha,2,1,1,43,8,0
091210_1351,1,contracts,35,true...,14,1,7,37,8,0
091210_1351,1,contracts,35,are there 8 turns left for everyone to type 99?,4,1,2,34,8,0
091210_1351,1,contracts,35,wouldnt work if we took it in turns 2 say 100,10,1,5,34,8,0
091210_1351,1,contracts,35,there's 20 periods altogether,10,1,5,25,8,0
091210_1351,1,contracts,35,we'd only make like an extra bit,2,1,1,22,8,0
091210_1351,1,contracts,35,we're period 6,10,1,5,20,8,0
091210_1351,1,contracts,35,not worth it taking it in turns,2,1,1,14,8,0
091210_1351,1,contracts,35,shall we do it?,6,1,3,13,8,0
091210_1351,1,contracts,35,no?,4,1,2,11,8,0
091210_1351,1,contracts,35,"why dont we take it in turns...start with firm A does 100, everyone else soemthB",14,1,7,11,8,0
091210_1351,1,contracts,35,how bout we take it in turns to do 100. i'll go first...,16,1,8,11,8,0
091210_1351,1,contracts,35,someone work it out,6,1,3,8,8,0
091210_1351,1,contracts,35,"yeh it would, like firm A has 100 first, we all say 99, then firm B...",8,1,4,6,8,0
091210_1351,1,contracts,35,agrredd,14,1,7,0,8,0
091210_1351,1,contracts,36,good one G,8,1,4,58,8,0
091210_1351,1,contracts,36,ok H's turn,4,1,2,57,8,0
091210_1351,1,contracts,36,what just happened?,2,1,1,57,8,0
091210_1351,1,contracts,36,sweet skills guys,6,1,3,57,8,0
091210_1351,1,contracts,36,"ok, i get it",8,1,4,51,8,0
091210_1351,1,contracts,36,"well done G, bac to 1 again...",16,1,8,46,8,0
091210_1351,1,contracts,36,are we gonna make more this way?,2,1,1,44,8,0
